"ID","rating"
45025,0
45053,0
45077,1
45083,1
45084,0
45088,1
45100,1
45122,1
45175,1
45209,1
45240,1
45242,1
45244,1
45277,0
45288,1
45315,1
45357,1
45382,1
45408,0
45422,0
45425,0
45460,0
45501,1
45504,1
45511,1
45536,1
45563,1
45566,1
45579,1
45592,1
45603,0
45612,1
45623,1
45628,0
45672,1
45680,0
45704,1
45731,1
45778,1
45842,1
45875,1
45882,1
45903,0
45913,1
45925,0
45932,0
45933,1
45939,1
45945,1
45951,0
45952,0
45973,0
45979,1
45988,0
46015,1
46037,1
46042,0
46057,1
46074,1
46093,0
46098,1
46112,1
46114,0
46157,0
46167,0
46208,0
46223,1
46269,1
46293,0
46294,1
46302,0
46328,1
46331,1
46338,0
46352,0
46398,0
46428,0
46441,0
46449,1
46464,1
46473,1
46475,1
46488,1
46506,0
46521,1
46529,1
46584,0
46604,0
46636,0
46639,1
46648,1
46675,0
46719,1
46731,1
46739,1
46740,0
46748,0
46777,0
46800,1
46835,0
46888,1
46905,0
46916,1
46918,0
46957,1
46985,1
47014,0
47037,1
47051,0
47058,0
47070,0
47072,1
47097,1
47125,0
47134,1
47149,1
47157,0
47178,1
47237,0
47246,0
47260,0
47270,1
47279,1
47282,1
47309,1
47311,1
47318,0
47355,1
47381,1
47399,0
47406,0
47484,1
47490,1
47492,0
47519,1
47549,0
47568,1
47597,0
47604,0
47641,1
47648,1
47687,1
47717,1
47752,1
47838,1
47892,1
47899,0
47900,0
47919,0
47929,0
47932,1
47969,1
48010,0
48014,1
48015,1
48038,1
48045,0
48084,0
48086,1
48087,1
48095,0
48102,0
48108,0
48135,1
48151,0
48154,1
48193,1
48200,1
48201,1
48212,0
48224,1
48241,0
48335,1
48371,1
48386,0
48401,1
48412,1
48423,1
48430,1
48468,1
48484,1
48500,1
48514,1
48520,1
48523,1
48527,0
48556,0
48568,1
48586,1
48604,0
48611,0
48649,0
48671,1
48672,1
48684,0
48710,1
48721,0
48724,1
48730,1
48755,1
48775,1
48841,1
48847,1
48860,0
48883,0
48894,0
48898,0
48930,0
48933,0
48937,0
48963,0
48987,0
48999,1
49001,0
49003,0
49023,1
49103,0
49130,1
49136,1
49170,1
49172,0
49216,1
49223,1
49227,1
49235,0
49251,1
49257,1
49268,0
49289,1
49300,0
49310,1
49385,1
49436,0
49441,1
49448,0
49456,1
49474,0
49476,1
49502,1
49519,1
49566,0
49593,1
49595,1
49604,0
49630,0
49635,0
49648,1
49658,1
49698,1
49702,1
49741,0
49749,0
49776,0
49816,1
49817,1
49823,1
49830,1
49844,1
49857,1
49893,1
49912,1
49920,1
49931,1
49943,0
49948,0
50008,1
50016,1
50048,1
50074,0
50078,0
50113,0
50123,1
50129,1
50211,1
50232,1
50252,1
50258,0
50310,1
50338,1
50347,1
50366,1
50373,1
50414,1
50421,0
50428,1
50464,0
50499,0
50531,0
50536,1
50538,0
50575,0
50598,1
50630,1
50652,0
50673,1
50675,1
50709,1
50752,1
50764,1
50799,0
50843,1
50867,1
50920,0
51002,1
51005,0
51023,1
51042,1
51043,1
51060,1
51121,0
51123,0
51134,1
51177,1
51186,0
51229,0
51264,1
51349,0
51360,0
51382,0
51400,1
51433,1
51477,1
51479,1
51501,1
51557,1
51577,0
51581,0
51583,1
51614,1
51621,1
51650,0
51651,0
51704,0
51710,1
51720,1
51722,1
51753,0
51759,1
51786,0
51804,0
51843,1
51877,1
51879,1
51882,1
51911,0
51955,0
51966,1
52049,1
52094,1
52140,1
52187,1
